Handle,Post,Date
@mwikahbonnie,kenyapowercare hi kplc bought tokens today times l trying load keeps saying reject l still havent recieved reset codes yet received sms saying meter scheduled update meter number,24-Jun
@oduorje,kenyapowercare tokens sfohjify confirmed ksh sent kplc prepaid account pm new mpesa balance ksh transaction cost kshamount transact within day,24-Jun
@DavisNjagi,input tokens meter still accept,24-Jun
@oduorje,kenyapowercare tokens sfohjify confirmed ksh sent kplc prepaid account pm new mpesa balance ksh transaction cost kshamount transact within day,24-Jun
@kevin_csb,kenyapowercare kenyapower creating scammers pretending calling us complaining token updates tell us opt hakikisha safaricomcare gain access mpesa yet silent responding claims,24-Jun
@moriasi_joshua,token says error codes says rejected,24-Jun
@Robert_Rono_,hello kenya power tried buying tokens account reply account doesnt exist please help,24-Jun
@ Alex,reject displayed loading tokens pls assist,24-Jun
@Dee_Murithi1,kenyapowercare hello trying feed token yesterday rejecting bought times still rejecting also getting updating codes kindly assist meter number,24-Jun
@BabionKilwa,token update please,24-Jun
@Nderu_Isaac,hello im getting challenges loading tokens ciu cius ive bought several tokens fed meter keep getting reject error assistance highly appreciated meter regards,24-Jun
@Josemwas515,payed token yesterday av receive token numbers,24-Jun
@djhenrick254,hebu sort issue ive waiting long time mbona tokens nimenunua hazifanyi kureset na ku update get rejected,24-Jun
@ibrahwanjohi,kenyapowercare kenyapower bought tokens st june never recieved sfbjjo confirmed ksh sent kplc prepaid account,24-Jun
@wamuyu_moses,hello kplc bought tokens yesterday havent received loading tokens meter,24-Jun
@CliffOdeny,kenyapowercare bought tokens last night havent received yet till moment efforts calling customer care number equally turned futile,24-Jun
@hillarymutemi,helloi bought tokens times load em upthey dont get throughand havent sent reset update codesyou send plain tokens,24-Jun
@Certyours,kenyapowercare ksh given token amounting bob remaining bob charges hii charges ni gany jameni,24-Jun
@DavisNjagi,kenyapowercare whats code updating meter number tokens cant load,24-Jun
@Lil_Nzilani,kenyapowercare new token box used try pay im getting error format alc number incorrect kindly assist,24-Jun
@Dee_Murithi1,kenyapowercare hello trying feed token yesterday rejecting bought times still rejecting also getting updating codes kindly assist meter number,24-Jun
@peterayieko3,hello bought tokens meter wont load tokens received upgrade codes meter kindly assist,24-Jun
@marcozdai,kenyapowercare hello token meter cant load tokens purchasekindly since httpyesterdayam darkness,24-Jun
@Dee_Murithi1,kindly assist try feeding token rejecting got message update without codes kindly respond,24-Jun
@Dee_Murithi1,hello trying feed token yesterday rejecting bought times still rejecting number meter number kindly respond,24-Jun
@mR_wRonNG,trying put token number keeps telling connect server,24-Jun
@QuinterSamantha,hello please get meter update account unable purchase tokens since last week meter number,24-Jun
@Pmudasiah,bought token havent received almost week whats problem,24-Jun
@Samuelkima80280,trying load tokens keep rejecting mistake meter number meter number also resend codes updating meter,24-Jun
@ajak_matiop2020,accidentally bought token previous number instead new meter number help reverse mpesa transactions mtr token date units amt,24-Jun
@_walusala,hi bought tokens friday received tokens meter number,24-Jun
@PimBeverly,hi kplc bought tokens th june never got message tokens till date tried calling customer care avail,24-Jun
@damianoh752,hello kplc wanted update token meter deleted code mistake get code meter number,24-Jun
@PeterMugo_HSC,kenyapowercare nd time buying tokens giving stealing us mpesa code sfogobad kplc metre kindly send token mpesa code sfhqqku metre rejectingfinancebill,24-Jun
@RichieRotch,morning yet received update codesmeter havent able load purchase token,24-Jun
@muthokasenior,kenyapowercare ive bought token yet sent token digits add token account,24-Jun
@Johsco,tried feeding two tokens non picks,24-Jun
@Johsco,trying connect later tokens remain,24-Jun
@KingQeyz28684,unable enter codes sent kplc token number stated stepstep step new dnt know start help please power since yesterday,24-Jun
@JosiahBota83895,morning wednesday bought tokens upto received tokens message dear customer acknowledge receipt request tokenkindly patient process token thank,24-Jun
@Johsco,kenyapowercare respond dms kindly meter picking tokens ata trying use reset codes help,24-Jun
@shotoharts,tokens already loading problem,24-Jun
@juliusochieng03,hello kindly help getting tokens,24-Jun
@mwatha_charity,kenyapowercare bought token meter number yesterday deleted message accidentally retrieve message back,24-Jun
@Johsco,good morning kindly feeding tokens meter number picking even trying use reset update codes bought token twice non httppickinghelp,24-Jun
@MukubaWinfred,token failed load token since yesterday please help mtr,24-Jun
@Johsco,kenyapowercare good morning kindly feeding tokens meter number picking even trying use reset update codes bought token twice non httppickinghelp,24-Jun
@Njeeri,kenyapowercare cannot load tokens since yesterday yes ciu connected wall socket yes ive replaced batteries yes keyed enter meter number enter tokens tried another house still failed,24-Jun
@_kamuiru_,good morning accidentally bought tokens worth th june pm previous meter longer use mtr mpesa transaction sfeioqt trying get refund avail filled form everything please assist,24-Jun
@Njeeri,kenyapowercare cannot load tokens since yesterday yes ciu connected wall socket yes ive changed batteries yes ive entered help,24-Jun
@maxodhiambo47,finding hard reset update token meter meter number bought tokens two days ago received information update reset,24-Jun
@festow32,sfnfhslsm confirmed ksh sent kplc prepaid account pm new mpesa balance ksh transaction cost ksh please assist token,24-Jun
@MeVillageGirl,hi kplc bought tokens thndtoday th times l trying load keeps saying reject l still havent recieved reset codes yet received sms saying meter scheduled updatel sent dm,24-Jun
@BeeTeem19,kenyapowercare kindly send token number purchased,24-Jun
@shotoharts,kenyapowercare hello bought tokens like hrs ago aint accepting key code meter number,24-Jun
@Elijahnjagi994,havent received token confirmed kes sent kplc prepaid tokens account ref jun eat charges kes,24-Jun
@Elijahnjagi994,confirmed kes sent kplc prepaid tokens account ref jun eat charges kes,24-Jun
@MkurugenziBilal,received token tells failed meter number,23-Jun
@MkurugenziBilal,hello received token already pay twice meter number,23-Jun
@peterkasyoki63,hi kplc token working trying buy token says account correct,23-Jun
@MissWanderi,kenyapowercare lights since wednesday house houses affected issue whole estate weve reported kenya power cbd yet one come sort us please sort us coz able update token meter,23-Jun
@rooney_njoga,kenyapowercare bought token today never received code update update happening selected counties help get codes,23-Jun
@mm_mwenda,metre accepting tokens sent sms update received codes update either,23-Jun
@_____nesta,kenyapowercare im darkness nimenunua tokens wont load keeps getting reject plz assist mtr,23-Jun
@copygd,kenyapowercare tried update token saying kcm token associated meter number mean,23-Jun
@threepuffslater,kenyapowercare account number ive bought tokens tried loading hai ingii havent updated token code yet kindly assist customer care one responding,23-Jun
@Duro_TAR,kindly assist issue loading tokens mtr four days without successful attempt also keep ignoring dms comments,23-Jun
@EricBranOmbati,himy metre lost communicationlink system connected socket comm light blinks goes doesnt even display token balance metre number,23-Jun
@galgalomohame10,niko kwa black since friday cant access token,23-Jun
@Marakwet_OG,kenyapowercare good evening loading tokens meter number reflecting meter days kindly help,23-Jun
@nathkitum,havent received tokens bought equitel meter,23-Jun
@ulaloaries,kenyapowercare whats wrong ive received token despite paying,23-Jun
@wanjuhi,bought bob tokens wednesday im yet receive unitsmtr number,23-Jun
@justnick0095,kenyapowercare yet receive tokens bought yesterday via mpesa ussd code unhelpful guys responding ive sent multiple dms,23-Jun
@cheruiot_nathan,im trying input tokens ciu says reject whats wrong,23-Jun
@kennedylugwe420,kenyapowercare u guys customer service number haziendi nimenunua tokens n sijapata message,23-Jun
@Pipe_is_me,kenyapowercare good eveningare experiencing issues buying tokens,23-Jun
@santosjulius04,meter number accepting tokens kindly sent codes updates,23-Jun
@kennedylugwe420,bought token sijapata message help,23-Jun
@NjorogePaulinah,kenyapowercare bought token twice meter keeps rejecting please assist meter number share update codes well,23-Jun
@SamNato,getting reject input token number calls getting appreciate feedback,23-Jun
@Ordegardism,hi kplc bought tokens today times l trying load keeps saying reject l still havent recieved reset codes yet received sms saying meter scheduled updatel sent dm meter number,23-Jun
@skillsmartial,im getting message buying token meter number transaction failed format account number incorrect please check try correct format account number,23-Jun
@ThepemlinKee,kenyapowercare long take send token numbers,23-Jun
@Marc1878125,power house syokimau since friday yet everyone else purchased token keep rejected customer service number hold mins airtel never picked still dark,23-Jun
@IsuzuKirui,kenyapowercare bought tokens havent sent message token numbers phone number meter,23-Jun
@Theeoduor,kenyapowercare good evening ive bought tokens trying load givesfailed error,23-Jun
@RevGitu,kenyapowercare problems buying tokens pay bill tokens meter pleased assist,23-Jun
@_____nesta,kenyapowercare im darkness days cui rejects token please help,23-Jun
@sarahpink1,kenyapowercare friday cant load token came updates code surely friday,23-Jun
@_____nesta,though tokens rejected entering,23-Jun
@EuniceN54545980,happens put wrong meter number buying tokens,23-Jun
@sabaireacts,kenyapowercare bought tokens last week th date received tokens using meter number kind services,23-Jun
@DULLAHLITHO,ciu rejecting tokens days plz assist,23-Jun
@Truthtalker254,kenyapowercare kindly send code updating meter accidentally deleted cant load tokens,23-Jun
@ajak_matiop2020,help reverse kplc prepaid tokens accidentally bought wrong meter number,23-Jun
@njemilly,sent meter number incomplete token number meter number incomplete token number last digit numbers instead,23-Jun
@CavemanPrints,kenyapowercare olchoro narok county power last three monthshow update token meter williamsruto itsmainakageni narokcountygvt ledamalekina,23-Jun
@wincate78826218,kenyapowercare bought tokens confirmation tokens message yet sfnexotn confirmed ksh sent kplc prepaid account pm new mpesa balance transaction cost,23-Jun
@KubassuKE,hi kplc prepaid metre loading tokens since thursdaymetre kindly assist,23-Jun
@_____nesta,please assist cui rejecting tokens im darkness since yesterday meter,23-Jun
@SandraK37339,kenyapowercare hello hapa syokimauhakuna stima since morning tell whats issue please token,23-Jun
@_____nesta,kenyapowercare hiim getting reject error whenever try load tokens prepaid please help metre n,23-Jun
@chelahlangat,kenyapowercare need assistance meter number prd loc error cant load tokens kenyapowercare,23-Jun
@MoJam97057748,kenyapowercare im unable buy tokenmy meter number,23-Jun
@bettiey,halloam trying load tokens ciu keeps saying connection failed,23-Jun
@alichez10,someone buy bob worth token using bulb next day dont token meter number someone assist,23-Jun
@ronnikip,greetings yet receive update codes account number bought tokens unable load,23-Jun
@Evelyne_Tweeter,eishhhh work meter number since thursday rejecting tokens assistance since,23-Jun
@Evelyne_Tweeter,kenyapowercare need assistance meter ive loading tokens keeps rejecting meter number raised issue since thursday date help lols,23-Jun
@kenneth_gichovi,bought token mtr tokens reflected ciu metre turn lights havent received codes updating wondering whats happening kindly assist,23-Jun
@wambati79,hello inhemeter lost network refused load tokens switches please help meter,23-Jun
@rahi58456,kenyapowercare power went yesterday bought tokens power went tried loading keeps rejecting shows error could problem kindly assist bought tokens like times still none accepted meter,23-Jun
@EMMANUELKIIO1,meter scheduled update st june havent received update codesthe meter rejected new tokenskndly assist meter,23-Jun
@wambati79,hello inhemeter accepting tokens please help,23-Jun
@Ras254_KE,getting reject message keying tokens meter kindly send update codes ja,23-Jun
@cyndy4828,kenyapowercare l respond dm tweets ningongeshe matiti kwa ukuta amamy meter isnt loading tokens since yesterday afraid darkness,23-Jun
@BenNjor45833425,purchased token yesterday till havent got token yetkindly assist,23-Jun
@GathereVal64317,hi im experiencing issue tokens getting rejectedi yet receive update codes strandedkindly help,23-Jun
@Petersonpish,kenyapowercare hi received reject error trying load tokens kindly assist meter,23-Jun
@f_oyaroh,kenyapowercare bought tokens using wrong meter number,23-Jun
@RobertOkumu,kenyapowercare bought token twice received second one trying load saying rejected even tried buying different number loading still saying rejected please help resolve issue account number,23-Jun
@WanjiruWanjeri,kenyapowercare hello kindly share latest token bought meter,23-Jun
@chelahlangat,kenyapowercare cant feed tokens meter number prd loc error meter number,23-Jun
@chelahlangat,kenyapowercare meter token saying prd loc cant feed tokens,23-Jun
@iamlavibez,kenyapowercare hi sure got reset codes purchasing tokens meter update currently rejects tokens get resent possible,23-Jun
@JACKKEEZ,kenyapowercare bought tokens twice meter keeps rejecting meter number,23-Jun
@hezziemwangi,kenyapowercare hello tokens bring rejected kindly sort mtr mtr,23-Jun
@Robikioko,update token meter yako meter number step enter reset code step enter update code step enter electricity token units amt tknamt details dial,23-Jun
@RoMu254,havent received tokens yet payment confirmation sfcrnte confirmed ksh sent kplc prepaid account pm,23-Jun
@obinaachillah,kenyapowercare hi cannot seem able load tokens inhemeter ciu number gives error reject example token please assist,23-Jun
@bettiey,kenyapowercare hallotrying load tokens ciu keeps saying connection failed,23-Jun
@Madgenish,kenyapower please help cant load tokens rejecting meter,23-Jun
@Eve13526382,kenyapowercare kindly assist unable load tokens dialing getting null display meter,23-Jun
@kagzeus,kenyapowercare tokens recieved days running ignoring posts kind bullshit,23-Jun
@SalvadorAgina,able load tokens,23-Jun
@cyndy4828,hello kplc l bought tokens yesterday two times l trying load keeps saying failed l still havent recieved reset codes yetl sent dm reply called customer care going please help metre,23-Jun
@_AMwangi,kenyapowercare dms days na hamjibu havent electricity days cause cant load tokens juu inazireject mtr number kindly assist,23-Jun
@Joan26970424,kenyapowercare metre issues since yesterdaywe load token keeps showing httpconfailmy metre number could problem,23-Jun
@Nathan81111,mtr token date units amt tknamt othercharges details dial please help smart meter technology refused accept tokens,23-Jun
@Paul000__,mine rejecting tokens please check,23-Jun
@hezziemwangi,kenyapowercare hello trying feed tokens rejecting please help,23-Jun
@AlbertBrys59199,want refund token bought never received confirmed kes sent kplc prepaid tokens account ref apr eat charges kes,23-Jun
@lyne_4rose,kenyapowercare update meter havent received update menu kindly update meter cant feed tokenskeeps saying reject,23-Jun
@Jakablaque,kenyapowercare long wait message updating token,23-Jun
@lyne_4rose,kenyapowercare kenyapower cant feed tokens havent received update menu nataka kwa giza hadi lini update meter bana,23-Jun
@EffieW2929,im trying buy tokens failing account number,23-Jun
@NickcyNM,kenyapowercare bought tokens via bank receive instructions update meter tried loading tokens got error message kindly assist meter,23-Jun
@DavidNdunguW,ive also dmed info ane including rejected tokens,23-Jun
@Madgenish,please help cant load token keeps rejecting meter,23-Jun
@Madgenish,token meter cant load token keeps rejecting n yet received reset n update codes please help niko kwa giza,23-Jun
@Bethma_kita,kenyapowercare kindly assist power token meter working even connecting another power source,23-Jun
@fid86,tokens rejected codes sent,23-Jun
@JahawiJones,first update load token adverts wrong even x account say first load unused token updating,23-Jun
@nahashon_billy,cant buy tokens meter,23-Jun
@_AMwangi,kenyapowercare token keeps getting rejected mtr number sent several dms havent responded third day without electricity really frustrating jameni,23-Jun
@WachiuriG,kenyapowercare meter number rejecting token codes days,23-Jun
@Fidelfidz,kenyapowercare meter rejecting tokens,23-Jun
@_AMwangi,kenyapowercare token keeps getting rejected mtr number sent several dms wont answer really frustrating,23-Jun
@Frank99543833,kenyapowercare please help dark two days meter keeps rejecting even token buy,23-Jun
@Fidelfidz,kenyapowercare kenyapower meter rejecting tokens meter number powersawa,23-Jun
@Frank99543833,kenyapowercare ive tried feeding token keeps rejecting meter please help,23-Jun
@beyt_ndunda,hello nikienter token inasema reject account number,23-Jun
@wamalwaHarun99,kenyapowercare kindly help token number acc error since yesterday,23-Jun
@ALIADAM046,darkness couple days tokens cant load,23-Jun
@Jomba_16,kindly check dm tokens rejected,23-Jun
@DavidNdunguW,havent received sms update yet tokens rejected ive dmed havent responded hours kwani whats usual response time,23-Jun
@SeN_Mbugua2,tokens rejected please assist,23-Jun
@dennohg,kenyapowercare hi sfndho confirmed ksh sent kplc prepaid account kindly send token number activation code purchase,23-Jun
@Anuelmich,mean load tokens says old meter number,23-Jun
@BeverlyneOyiera,hi trying load token keeps saying reject please help mtr token date units amt tknamt othercharges details dial,23-Jun
@sheldon_luyali,kenyapowercare meter number rejecting tokens since yesterday meter number,23-Jun
@vinceonuonga,pls send token check dm,23-Jun
@Anuelmich,kenyapowercare hi bought tokens yesterday feeding inaniambia old badala kuload want tokens money back bana,23-Jun
@RobahhK,meter number dint return token update codes kindly assist three days trying reach sfko confirmed ksh sent kplc prepaid account pm,23-Jun
@ochiengd_,kenyapowercare cant load tokens si mnitumie updating codes bwana mtr,23-Jun
@ochiengd_,cant load tokens si mnitumie updating codes bwana mtr,23-Jun
@Kingkunta_254,thats lie kwani first time purchasing tokens,23-Jun
@MichspaceE,brought tokens yesterday guys sent tokens minus update code meter accepting tokensmeter number please help,23-Jun
@SChepkonga,kenyapowercare good morning bought tokens account im yet receive token seems issue,23-Jun
@skiptum,kenyapowercare bought tokens yet receive sms feedback kindly assist mpesa trans sfndmz confirmed ksh sent kplc prepaid account,23-Jun
@wangui_wahome,kenyapowercare dark since yesterday rejecting token frustrating meter update also possible saying try later customer care numbers go unanswered unhelpful mtr token,23-Jun
@SteveOloo9,im unable buy tokens meter,23-Jun
@Naninisart,kenyapower please help would like update token meter delayed token didnt receive earlier month according instructions load tokens st access delayed token sms route failed,23-Jun
@Naninisart,kenyapower please help would like update token meter delayed token didnt receive earlier month according instructions load tokens st access delayed token sms route also failed,23-Jun
@JuniorTache,kenyapowercare recharge tokens without going neighbor,23-Jun
@santosjulius04,cant load tokens kindly assist,23-Jun
@JaneOtoko,kenyapowercare able load token get error eeeee please assist mtr token date receipt amount kshs units,23-Jun
@CamiMill145357,kenyapowercare hello bought tokens yesterday yesterday twice meter still loading keeps saying failurethis affected something,23-Jun
@CamiMill145357,hello kindly assist purchased tokens yesterday meter keeps saying failed kindly help really need,23-Jun
@Artisan_Chacha,want activate token meter bought tokens rejects everytime key kindly assist,23-Jun
@KivindyoKellian,kenyapowercare working criminals conned immediately contacting regarding purchase tokens done yet get meter number someone knowledge contacting,22-Jun
@ndunge__,kenyapowercare hello recieved sms codes update meter ive bought tokens rejected enter meter help,22-Jun
@sheeydetam,hello kindly help meter number ive trying buy token feedback format isnt ok,22-Jun
@nyashombamwangi,kenyapowercare power pm token number,22-Jun
@SeN_Mbugua2,assist mine dark last days tokens rejecting confirmed kes sent kplc prepaid tokens account ref jun eat charges kes havent received token,22-Jun
@cyndy4828,hello kplc trying load tokens rejectedkeeps saying failed doesnt even show token balance l metre number l also sent dm yet responded,22-Jun
@SeN_Mbugua2,kenyapowercare receive tokens particular one confirmed kes sent kplc prepaid tokens account ref jun eat charges kes kindly assist ive dark days annoying,22-Jun
@Kavishgrace,hello kindly bought tokens pm says rejected metre number,22-Jun
@IanKamau1,kenyapowercare paid tokens days ago yet get token codethe mpesa transaction code sfdeycuqnmeter number kindly assist,22-Jun
@abunuasi,bought tokens upload says rejected whats problem,22-Jun
@Sheryl77BTS,reset code sent metre number metre box acting cant load tokens show token balanceplease help,22-Jun
@willytush3,kenyapowercare trying feed token respondingmeter,22-Jun
@abunuasi,kenyapowercare bought tokens input says rejected,22-Jun
@Duro_TAR,utterly disgraceful purchased tokens several times using different numbers still accepted people small kids homes need electric heaters kindly help,22-Jun
@nikangethe,kenyapowercare token meter says reject loading token number assit,22-Jun
@Titus_kimanthi,hello metre number rejecting token loading kindly send reset codes,22-Jun
@saraowendi,kenyapowercare kindly assist im trying install token number metre token rejectin connecting,22-Jun
@ochiengd_,bought tokens times every single one rejected meter number,22-Jun
@nathannjoshua75,prepaid account number listed nonexistent thus cannot buy tokens reported several times without help,22-Jun
@sheldon_luyali,kenyapowercare whats happening meter number cant load tokens updating,22-Jun
@AlekyMisili,hi tokens taking less time happened,22-Jun
@wickie02,kenyapowercare good evening kindly check dm respond tokens query,22-Jun
@6lvckiekie,kenyapowercare please fix token,22-Jun
@chelahlangat,kenyapowercare meter displaying prd loc cannot feed token numbers,22-Jun
@Bernardo48686,trying load tokens keep rejecting meter number codes reset updating send,22-Jun
@DavidNyanamba,steps updating meter token please help,22-Jun
@NyamaiKE,kenyapowercare cant load token whats,22-Jun
@_____nesta,kenyapowercare hiive bought tokens entering say rejected havent used kindly assist meter,22-Jun
@okumu_ke,kenyapowercare paid tokens meter number yet receive units return message act accordingly,22-Jun
@nakamsaahii,bought tokens thursday sijazipata bado ive sent several dms,22-Jun
@damumbe,metre tried loading tokens showing rejected kindly check,22-Jun
@JamesMu73647618,hi kenyapowercare could share update reset codes meter bought tokens today rejected,22-Jun
@Patrick53421750,helloi bought tokes mtr im also supposed update meter yet havent received tokens go,22-Jun
@edmund4343,electricity cut buying tokens even though got update reset codes however able key codes getting feedback token meter entering,22-Jun
@Kamikaze_254,kenyapowercare hi bought tokens received steps reset meter buttons unresponsive update n load tokens case,22-Jun
@chepkiruibomet,kenyapowercare trying load tokens rejecting darkness two days nowpliz help,22-Jun
@diangafrankline,helloi bought tokens units thrice meter fails load tokensi received upgrade message meterkindly assist,22-Jun
@Nescy10876091,st code reject nd code succesful usage tokens rejected,22-Jun
@MkawasiJackline,im unable buy tokens meter number please assist,22-Jun
@Araap_Tarus,kenyapowercare good evening meter doesnt accept tokens message update didnt include codes kindly sort issue sooner darkness,22-Jun
@BENSONKERAGEOIM,please bought tokens missing update codes total darkness please assist,22-Jun
@NjorogeJulshar,feed token says connectingthen beeping sound nothing,22-Jun
@JosephMumowangu,transaction failed format account number incorrect please check try correct format account number business number assistance call cant purchase tokens,22-Jun
@bea_neema,screenshot display loading tokens,22-Jun
@nuggetslayerr,kenyapowercare kenyapowercare kindly check meter number rejecting token loading yet dont reset code share code advice reset without code,22-Jun
@HASSAN_HAMSY,kenyapowercare kenyapowercare kindly check meter number meter number rejecting token loading yet dont reset code share code advice reset without code,22-Jun
@ken_kenniest,kenyapowercare hello meter rejecting tokens bought like times whats wrong meter number assist experience,22-Jun
@hiphopjunkiiee,kenyapowercare hello cant purchase tokens whats issue account,22-Jun
@wangaridaniel,kenyapowercare dear customer meter scheduled update token meter yako campaign load bought unused tokens update meter,22-Jun
@nathkitum,bought tokens trough equitel never got tokens weeks,22-Jun
@RonoSimiyu,kenyapowercare kindly assist tokens rejected yet meter update,22-Jun
@MkenyaKirk,kenyapowercare greetings bought tokens times without update numbers accompanying messages mtr darkness since yesterday morning token numbers bought rejected please please sought kenyapowercare,22-Jun
@Paulow54634938,hi sent dm trying load tokens paid different numbers still rejecting yesterday,22-Jun
@Duro_TAR,hello unable load tokens purchases mtr number mtr token date units amt tknamt othercharges details dial,22-Jun
@RobSaffy,bought tokens yesterday meter number got update codes input keeps saying reject upto,22-Jun
@Eve_danuh,kenyapowercare retrieve tokens deleting message,22-Jun
@rapperreece254,hello kenya power kindly help bought tokens im trying put meter box rejects always meter number,22-Jun
@ken_kenniest,kenyapowercare hello meter rejecting tokens bought like times whats wrong meter number assist experience darkness,22-Jun
@deziankenya,kenyapowercare ive bought token new meter number sent kplc working want top pleqsehelp,22-Jun
@PhinaQuin,bought tokens got codes instructions load tell loading tokens says fault darkness food fridge,22-Jun
@clairebridget6,hey ive trying buy prepaid tokens system keeps saying meter number wrong format kindly respond,22-Jun
@kimondiojames,please send reset codes meter weve darkness since yesterday tokens rejected thanks,22-Jun
@Alwaysawit,kenyapowercare mnatuonjesha hizi stima zenu fucking tired days row na hata ikikuja inakaa tu seconds guys something aiii tokens tunalipa mingi sana,22-Jun
@AngwenyiJefta,thank seems token two valid used,22-Jun
@Robikioko,kenyapowercare received sms update token meter number updating successful got message reject kindly assist resolve,22-Jun
@LLasoborn3888,loaded tokens meter isnt showing tokens digitsit shows might problem,22-Jun
@WhitneyWaithan1,cant purchase tokensits bringing back format account number wrong meter,22-Jun
@OHURU,kenyapowercare kindly check meter number rejecting token loading yet dont reset code share code advice reset without code,22-Jun
@WhitneyWaithan1,pls resolve issuei trying purchase tokens getting transaction failed messagemeter number,22-Jun
@OsoreLysa,kenyapowercare kenyapower darkness since yesterday token numbers rejected kindly send update codes meter please assist,22-Jun
@mbaaini,kenyapowercare trying load token since yesterday going,22-Jun
@Stella_Lutta,kenyapowercare hours later communication meter closest landmark gravity supermarket maasai lodge keep getting reject loading tokens havent received update codes,22-Jun
@NjorogeJulshar,kenyapowercare get assistance mtr load tokens,22-Jun
@HarrisonStainer,sflrkzmo confirmed ksh sent kplc prepaid account pm token received,22-Jun
@HarrisonStainer,token since yesterday,22-Jun
@darktitan71,hello bought tokens meter tokens keep getting rejected token update messages also kindly assist thanks,22-Jun
@Newton317780,hello meter numbers landlord used new tenant come trying buy tokens impossible reply mpesatransaction failed format account format,22-Jun
@FenAbbyfen50,trying load tokens keeps rejecting meter number codes updating send also dm,22-Jun
@Ricko_dee,bought tokens meter number twice received token numbers token update codes kindly help,22-Jun
@Smart7527722,trying load token third day get rejected feedback customer care personal able assist,22-Jun
@Stella_Lutta,kenyapowercare hours later communication meter closest landmark gravity supermarket maasai road keep getting reject loading tokens,22-Jun
@NjorogeJulshar,kenyapowercare bought tokens yesterday ive trying feed meter avail please asssistmeter number,22-Jun
@NjorogeJulshar,kenyapowercare kenyapower bought tokens yesterday ive trying feed meter avail please asssistmeter number,22-Jun
@Naninisart,delayed token sfxfod confirmed ksh sent kplc prepaid account pm,22-Jun
@NjorogeJulshar,buying tokens meters loading complaining almost daily helping,22-Jun
@MbulaMutula,tried update token meter feeding codes shared cant update tokens bought might problem,22-Jun
@HASSAN_HAMSY,cant upload tokens,22-Jun
@HASSAN_HAMSY,rejecting tokens,22-Jun
@waarsh,kenyapowercare finally got meter update codes system failing two days tokens bought within period considered old machine way salvage,22-Jun
@weldonmogz,token acc need last two tokens purchased,22-Jun
@NjorogeJulshar,unresponsive failing connect meteri bought tokens havent able load yesterday,22-Jun
@kimondiojames,kenyapowercare please help sort issue meter tokens rejected provide updates codes,22-Jun
@waninikelvin,hey bought tokens key digits press enter says rejectedmeter number,22-Jun
@_AMwangi,tokens keep getting rejectedmtr number days,22-Jun
@LuttaSarafina,pm hours later communication meter closest landmark gravity supermarket maasai road keep getting reject loading tokens,22-Jun
@casha_carol,havent received tokens usual ignore dms support,22-Jun
@MkenyaKirk,kenyapowercare greetings bought tokens times without update numbers accompanying messages mtr darkness since yesterday morning token numbers bought rejected suffering,22-Jun
@BASILOMUNGO,siezi load tokens keeps rejecting even reset codes youve sent,22-Jun
@Mwirerih,hello bought tokens ciu keeps rejecting number sent dm reply metre,22-Jun
@FOMWENGA,hello trying load tokens last days get message rejected desperately urgently need help resolve thos connected meanwhile fourth day darkness despite buying tokens,22-Jun
@Eve13526382,kenyapowercare meter able load tokens,22-Jun
@LuttaSarafina,ignoring dmsmy token reader rejecting tokens ac help,22-Jun
@Evelyne_Tweeter,assist please tokens loading meter number,22-Jun
@Evelyne_Tweeter,kenyapowercare tokens loading meter number assist asap,22-Jun
@allankibera1,hello kenya power bought tokens meter yesterday meter couldnt load also didnt receive code updating meter meter kindly assist,22-Jun
@AssetVersatile,hello issue meter keep loading tokens keeps rejecting meter number,22-Jun
@gregory04049119,meter loading tokens meter number,22-Jun
@son_eus,kindly load tokens meter number black since yesterdaytoken working,22-Jun
@Marbet_I,kenyapowercare receiced update text message buy tokens order sent update code codes sent bought token loading,22-Jun
@bea_neema,please also assist facing issue feed token meter load meter number,22-Jun
@bea_neema,token bought received account today token failing load upon feeding customer care numbers go unanswered kindly assist,22-Jun
@dmachira,kenyapowercare pls give upgrade codes meter bought tokens rejected dun,22-Jun
@GichiaNjogo,hi trying load tokens bit doesnt work meter number,22-Jun
@GichiaNjogo,token haileti update messages yet bought token several times need help,22-Jun
@kagz_tutorials,hello kplc trying load token meter since token number mtr token date units amt tknamt othercharges details dial,22-Jun
@poghon,kenyapowercare kindly prepaid meter number accepting tokens kindly help,22-Jun
@makakgen,kenyapowercare hi kplc prepaid metre loading tokens since yesterdaymetre,22-Jun
@kibe_kibe6,meter bought tokens today meter updating getting failed message please help,22-Jun
@AngwenyiJefta,hi bought token worth last week didnt get token code today similar situation help meter number,22-Jun
@Kollow_,kenyapowercare hey trying update token inakataa,22-Jun
@seroneybill,problem loading tokens since thursday evening could issue,22-Jun
@kerubombati,kenyapowercare still waiting token hours later number took advantage almost conned household,22-Jun
@KamauKamau19,despite buying tokensi received codes mtr,22-Jun
@seroneybill,trying toload tokens since thursday evening avail could issue,22-Jun
@Nescy10876091,kenyapowercare today day darkness tokens gave dont work recieved update codes either,22-Jun
@wmk677,kenyapowercare mtr rejecting tokens please assist,22-Jun
@TheNandi,kenyapowercare token box wont update number call assistance customer care number isnt going,22-Jun
@NgetichDev,hello bought tokens units meter fails load tokens received upgrade message meter please assist,22-Jun
@JanetOtieno7,kenyapowercare hello bought token yesterday message come back trying dial token back help,22-Jun
